,Restaurant_name,review_title,review_content,review_rating
357,The Ledbury,One of the best!,We had a wonderful meal at The Ledbury which was my Xmas present from my husband. We had the 8 course tasting menu with matching wines. The food was superb with wonderful flavours and great presentation. The Chantilly of Oyster was so fresh and Hen...More,5
358,The Ledbury,Amazing Dinner,"Michelin star, great food, great wine list... one of the place that justifies the price, try the tasting menu... not too heavy modern french/british with a twist of japanese/asian taste... very nice!",5
359,The Ledbury,Lovely food. ,"After so many years of wanting to explore it finally happened. 
Delicious dishes. The roasted cauliflower with crab was amazing. Monkfish dish was a little bit disappointing. Staff looked a bit fed up? 
Fine wines and amazing chocolates with coffee and the little doughnuts were...More",5
360,The Ledbury,Excellent,You can tell the chef is Australian by the wonderful and effortless juxtaposition of flavours from different parts of the world. It's not cheap but definitely worth for a special occasion,5
361,The Ledbury,An evening of subtlety and surprise,"We couldn't resist going all in for the tasting menu. Two of our group of 6 couldn't make it at the last minute but the staff were so gracious and accommodating. 
The amuse bouches got us off to a superb start, and all the courses...More",5
362,The Ledbury,wonderful,"Overall, it was a wonderful experience. The staff was very professional and attentive. The room was a very good scale. The atmosphere was very classy without being too stuffy. The delicious and creative food was served on very beautiful plates.",5
363,The Ledbury,"Slightly soulless food, not mind-blowing; amazing staff","This is a hard review to write, as The Ledbury is *almost* perfection. The atmosphere, the decor, the presentation... all perfect. The staff are almost comical in their charming, welcoming perfection. The food was beautiful, picture-perfect, but ultimately a bit soulless. Don't get me wrong;...More",3
364,The Ledbury,Excellent ,"Fantastic food, our 4th visit over the last few years, always good.

Expensive but worth it for that special meal.",5
365,The Ledbury,The best there is,"The best meal I have ever had, simple. Service, food and location all superb. Wont find a better restaurant in London....Maybe the world/1",5
366,The Ledbury,Worth leaving my newborn for!,"I dined here back in November 2017, 4 weeks to the day after having a baby daughter. It was my birthday, so reason to celebrate. All the trepidation of leaving my baby vanished once I got here! I had wanted to eat here for sometime...More",5
367,The Ledbury,The highlight of our trip to London,My husband and I flew to London from Chicago for the weekend to celebrate his 50th birthday and to see one of our favorite american musicians play a concert.  We love to eat at the best restaurants whenever we travel so I did my due...More,5
368,The Ledbury,Better Than Gordon Ramsay Royal Hospital Road?,"Dined at The Ledbury two nights after Gordon Ramsay.  What a difference.   I would choose The Ledbury every time. 

Utterly memorable food, an oyster and foie gras dish followed by pigeon, chocolate Chantilly and an epically good cheese board. Companions had similarly fantastic choices.   The...More",5
369,The Ledbury,Work trio,"Ate here with 3 colleges for lunch as was in London for a work...we all had the set lunch time menu.. food 10/10 service 10/10 venue 10/10.. next time I visit for work or family I will defiantly be back.
Thank you",5
370,The Ledbury,I just loved their food,"It was an awesome time, we had our lunch there every thing was 100/100 I hope every one will enjoy their food i recommend this to all of you and had shared about ""Ledbury"" with my friends soon they will too visit",5
371,The Ledbury,FABULOUS! ,"Loved this place - everything was 10/10 - the staff, the service, the ambiance and last but definitely not least, the food...it was amazing. We had the 4 course dinner menu and it was fantastic. Thank you to you all at The Ledbury for making...More",5
372,The Ledbury,Mr,It is ok. For two Michelin stars Gidleigh park is infinitely better. London prevails at ostentatiousness over style and substance.,3
373,The Ledbury,wonderful experience,Having heard so much about the Ledbury it was gratifying to find that all the superlatives we accurate! We had the fixed lunch menu and it was quite delicious. The service was very attentive and professional but was never obtrusive. A very vice little touch...More,5
374,The Ledbury,Exquisite fine dining.,"Food 10/10, Service 10/10, Atmosphere 10/10. We had a tasting menu Sunday lunch with some excellent wines. The experience from start to finish was outstandingly refined and the staff clearly hold themselves to exceptionally high standards. Thanks very much to the staff, see you next...More",5
375,The Ledbury,Faultless!,"I was fortunate enough to be taken for lunch by two colleagues. The restaurant had a partner offer which allowed you to take your own wine without any charge for corkage - a rare occasion.

We all opted for the 4 course set lunch plus...More",5
376,The Ledbury,Best birthday treat ever,"Amazingly creative and delicious food. Incredible wine list - truly incredible. Name the wine, they'll have it. Service is second-to-none. Even their G&Ts are better than most.

My husband always says he hates tasting menus. He loved this one - and he is not one...More",5
377,The Ledbury,Loved it,My son paid. What a treat. Great wine list. Unobtrisive service. Imaginative cuisine. All good I felt.,5
378,The Ledbury,The most stunning dining experience you could imagine!,This was our second time at The Ledbury and we could not have asked for more - it was outstanding in every way from start to finish.  The food above all was quite amazing; but the service was so friendly and top notch in every...More,5
379,The Ledbury,Wonderful Meal,The Ledbury is a great dining experience in London. The food is British with a continental flair. I had the rabbit with the hen of the woods mushrooms. It was spectacular.,5
380,The Ledbury,A sublime experience from start to finish,Decided to book here for a birthday dinner after reading reviews and looking at the menu. I was a bit anxious about a couple of dishes I saw on the set menu which was the only one being served when we visited.  I had emailed...More,5
381,The Ledbury,Birthday Meal,My sister took me here for my birthday and where do I start! This is hands down the best experience I have ever experienced. Having had my sister work for Gordon Ramsay we got a little bit of extra treatment and it was an experience...More,5
382,The Ledbury,Absolutely amazing!,"We were looking forward to coming here to see what the raves was all about. The experience was sublime; every course, every little detail, presentation, service, etc... We thoroughly enjoyed ourselves and wished there were more courses (even though we were happily stuffed). We see...More",5
383,The Ledbury,Outstanding,Wonderful for special occasions. Had the tasting menu. The atmosphere is elegant yet relaxed the staff are polite and attentive and the food is beautiful.,5
384,The Ledbury,"Decades New, A Sublime Evening to Cherish",We wanted to celebrate the year with a special dining experience and London has no shortage of options to consider. I choice was made relatively easy since it was the days between Christmas and New Years we were looking to dine and numerous restaurants were...More,5
385,The Ledbury,Flawless ,"From the jaw dropping tasting menu, relaxed, informative and awesome service led by Jack, to the general ambiance, this is possibly my favourite meal of the last 5 years. We were literally treated like royalty, and I’m already planning our next meal here shortly! London’s...More",5
386,The Ledbury,The 2 michelin star for food is well deserved but unfortunately service is average,"Had the tasting menu. From start to finish, the food was delicious. We couldn't fault it.
Unfortunately, service was just average and did put a damper on the experience.
The staff lacked enthusiasm. When they explained what we were about to eat, they look bored....More",4
387,The Ledbury,Friendly atmosphere with great food,It is nice to see a Michelin restaurant that does not stick to safe dishes and predictable combinations of flavours. We found the food very refined and very interesting indeed. We will certainly return,5
388,The Ledbury,One of the Best,Only One Word: FANTASTIC! Its my 3rd experience at The Ledbury and you blew my mind everytime! Continue the great work! Ouffff Will be back in AUG 2018! Cheers,5
389,The Ledbury,Another level . 3 stars,"I couldn't put my head together after the meal wondering why didn't this place gotten their 3rd star already.  
Its been consistent delivering great food.  Been to many 3 stars in and out of the country and I dont see why not.  
Canapés to dessert...More",5
390,The Ledbury,Great Service and Food,"Everything was perfect, from start to visit, even got to visit the kitchen and was shown around by the head chef. Thank you",5
391,The Ledbury,Highly recommended ,"Our evening at The Ledbury was incredibly perfect. The staff was outstandingly friendly and had great recommendations for us. We will definitely come back.
Special thanks to the chefs.",5
392,The Ledbury,Another level,"The best dinner I ever had. Nothing was below perfect, the food the service the wine, everything. Every dish had a unique flavour which I still remember! The personnel was friendly attentive and super professional. It is of course expensive but not over the top...More",5
393,The Ledbury,The best restaurant for 2017! ,"Have been tried quite a few Michelin restaurants this year, including the sketch library room (3stars). However I feel this is a touch better than library room even it is 2 stars! 
There is only tasting menu, the option you have is to choose either...More",5
394,The Ledbury,Best food experience so far,"It is very difficult to get a table, and we understood the reason why. For the price this is the best ever for us. We will definitely be back. We went for all dishes and full wine package. Booking a table here and only order...More",5
395,The Ledbury,Such flavours,"Every 2 months they open on line reservations for table booking and within couple of hours it is all booked.
Relaxed atmosphere but very knoweledged  staff, excellent wine list and fabulous food this is the only standard you will meet if you visit Ledbury.",5
396,The Ledbury,Event better!,"This is our second visit to this 2- Michelin star restaurant, last time being in 2013. The whole dining experience took 3 hours and we thoroughly enjoyed every minute of it. This showed that this restaurant and the management is progressive and strived to make...More",5
397,The Ledbury,Lives up to its reputation and more!,"Booking is a nightmare but it’s a small restaurant ....booking window opens on the first of the month for two months hence and if you’re not online by 9.05am forget it! But we got our table for Saturday night and boy was it fab

What...More",5
398,The Ledbury,We want more,"As soon as you set your foot here you know it will be fantastic dinning experience. Fun with food, without compromise.
Most of the restaurants charge 12.5% service, not at Ledbury. They do not fear... food is bold, fantastic flavors, all well orchestrated by chef...More",5
399,The Ledbury,Anniversary Dinner,"We celebrated our wedding anniversary at The Ledbury. Fortunately we were able to get a table at 6:30 on a Sunday after a cancellation. Worth placing your name on a wait list. 

After we made the booking, I realised that from Saturday to Monday the...More",5
400,The Ledbury,Out of this world !,"We’ve visited the Ledbury a few times, this time for our anniversary. What can I say, the tasting menu is on another level... absolutely divine, & the service is like no other. Every dish is like a little surprise, so unusual... perfection on a plate....More",5
401,The Ledbury,Attention to Flavour,"It was a packed mid-week lunchtime restaurant at The Ledbury that greeted us, nevertheless the service was personal and expert despite the crush.  We settled in hoping for a lovely lunch and that’s what we got. Beginning with a refreshing glass of Bereche et fils...More",4
402,The Ledbury,One of the best experiences of the year,"We were just so impressed by The Ledbury and in particular the service.  Our daughter had to leave early (gosh!) and the Ledbury team rose to the challenge, making sure that our table was served quickly.  The food was outstanding, and throughout our stay, the...More",5
403,The Ledbury,Perfect,We celebrated our anniversary here. They enjoyed every bits of this restaurant. My kids enjoyed the food. great service,5
404,The Ledbury,Really high expectations here,"I live in London and eat out daily, im no stranger to fine dining, but being as Ledbury is rated so highly and so spoken of, it was time to visit. I was very underwhelmed by the service to say the least, for such high...More",4
405,The Ledbury,Simply the best!,We were very impressed with the service and our meal at the Ledbury. Food is superb and the service was outstanding.,5
406,The Ledbury,Superb ,We had the tasting menu with wines. It was simply superb. Very engaging sommelier who gave us great insight into the producers of the wines with each course. A night to remember.,5
407,The Ledbury,Good experience,"Very comfortable Restaurant and the service was great! Some pretty nice food, but for the price you can get better. A bit rush if you go for second round dinner. Overall, it's nice but nothing to go crazy about. I will try again for lunch...More",4
408,The Ledbury,Outstanding,"We had the set menu for lunch. outstanding cooking that balances creativity with comfort, instead to trying to make a show of weirdness. The cauliflower with lobster and the buttermilk were standouts, subtle and delicious, not going into any extremes of taste. Truly food for...More",5
409,The Ledbury,Simply astonishing,"Incredible food, service so good you'd hardly know they were there, and delightful surroundings.
If this isn't the best restaurant in London, can I please go to the one that is",5
410,The Ledbury,Fantastic meal,"Service, food, presentations, wine parings all fantastic.  We have been to a number of great restaurants and this ranks right up there with the best experiences we have had.  The wait staff went out of their way to make us feel welcome – even giving...More",5
411,The Ledbury,Sublime dining experience,"Food, staff and service all top notch. Of course it’s expensive but then memorable experiences  such as this come at a price.A destination venue for one of those special experiences ( or on expenses with an accommodating Financial Director.) If you can push to it...More",5
412,The Ledbury,Exceptional celebratory birthday meal,"Without exception, every person I know who has been to The Ledbury has raved about it. So, for years now I have wanted to try it for myself and a milestone birthday provided the perfect excuse. Approximately three months ago I dutifully logged on at...More",5
413,The Ledbury,One of the best,Usually quite difficult to get a table but it's worth the hassle. Service is great and food is fantastic. Everything was nice but we specifically enjoyed the desserts,5
414,The Ledbury,The Ledbury is a good restaurant which makes good food; but fails to medal while aiming for bronze.,"The Ledbury is a good restaurant which makes good food; never is there a dish which is unappetizing.  The service is also very good, although, not quite the upper echelon of service within the restaurant industry. Again, The Ledbury is a good and consistent restaurant,...More",3
415,The Ledbury,Wonderfully Spoilt Dining Experience,"Less than 3 hours after returning from our superb lunch, I felt I had to compile a review as it was such a wonderful experience. From the moment we arrived, we were truly spoilt. Neither of us had dined at a Michelin Restaurant so we...More",5
416,The Ledbury,A Notting Hill Legend,My wife and I have had the good fortune to dine at The Ledbury three or four times now and it still manages to surpass expectations. The food is undoubtedly exceptional but the staff and service are really the best in the business. Such charming...More,5
417,The Ledbury,Wow! A meal with excitement and flavours,We were treated by our daughter to a set lunch with pairing wines at the Ledbury.  We have been a couple of times since they opened but definitely not enough!   We received a warm friendly and relaxed welcome and had great staff throughout the meal....More,5
418,The Ledbury,Lovely visit,"Lucky me, I arrived here last month as was touring London and my I was blown away with the food and drink. 
So much variety and suits my wife's gluten free needs. 

It's not cheap no, but you certainly get your moneys worth here. 

Lovely...More",5
419,The Ledbury,Fantastic,"what can we say, fantastic food, fantastic service, fantastic wine, not cheap but you get what you pay.
Would come back again",5
420,The Ledbury,3rd time and still amazing! ,I have been lucky enough to have eaten at the Ledbury 3 times now and it has never disappointed. The atmosphere is elegant yet relaxed the staff are polite and attentive and the food is beautiful. We all had the tasting menu and we had...More,5
421,The Ledbury,AMAZING,"Warm welcome, food , service spot on , all in all an experience.
Very hard to get a table but is worth a wait.",5
422,The Ledbury,Simply unbelievable !,"The combination of delicious food, balance between classic and modern creations, quantity (especially true for lunch), pace and top-quality service that they have achieved here is rarely matched by a 3* place. Hope they survive the brutal world of London fine dining and live forever.",5
423,The Ledbury,Outstanding ,"The Ledbury is an outstanding restaurant. Can't begin to describe how good the food was, suffice to say the lamb was some of the best we have ever had. 

There is an extensive wine menu containing some excellent wines. 

What really makes the Ledbury special...More",5
424,The Ledbury,Impression,"Pleasant anb, world service, food unsatisfactory...The impression that it can do much better than this",3
425,The Ledbury,Where is the 3rd star?!,"The restaurant is absolutely fabulous from the very first amuse bouche till the petit fours. The food is out of this world, do not understand why they don't have the 3rd star yet. There is not a bad word to say, great ambience, food and...More",5
426,The Ledbury,One of the most impressive meals we have had - and we are foodies,"We managed to get a lunch table for my husband's 40th and we had one of the best meals of our lives. This is not an overstatement. We have eaten at many Michelin starred places, but this one is top the list.

The winning combination...More",5
427,The Ledbury,Wonderful Meal,"During a recent trip to London, I had the opportunity to dine at this great restaurant.  Rather than the tasting menu, we opted for the ala-carte menu with 4 courses. The meal was exceptional. The hare dish with the hen of the wood mushrooms was...More",5
428,The Ledbury,Nice location good food ,"I first heard of Ledbury from a blog type review, booked two months ahead for a Friday night dinner. The chilled soup is very very fresh and impressive. The later courses remained good quality but failed to build up the good momentum. The service personnel...More",4
429,The Ledbury,Exceptional! ,"Wow... not sure where to start with my review. I'm a foodie. It this was my first Michelin started experience and was not left disappointed. We went a la carte and all had oyster chantilly with an amazingly thin potato 'crisp', awesome Austrian wine to...More",5
430,The Ledbury,An experience in taste ,"My absolute favourite restaurant in London and well deserving of its Michelin star.

A lovely atmosphere, unpretentious but professional. The staff are lovely and friendly and make you feel like you’re a valued customer from the moment you walk in.

Onto the food. Stunningly presented...More",5
431,The Ledbury,Wonderful food and amazing service!,"I've been meaning to try out this much talked-about restaurant and was excited to get a last minute reservation for lunch for my daughter and myself in May as a treat to incentivise her as she prepared for her GCSEs. 

We were certainly not disappointed...More",5
432,The Ledbury,Escape the city for a gastronomic treat,"An easy walk from the Notting Hill Gate Station through a pleasant upmarket neighborhood. Warm, friendly welcome leads you to comfortable chairs with plenty of
space. The restaurant has a fabulous atmosphere, great service and a wine list full of exiting choices fro all budgets....More",5
433,The Ledbury,well worth the wait,I have been wanting to go here for some time and the visit of an overseas friend provided the perfect opportunity for lunch here. We were not disappointed and the reality managed to exceed my already high expectations. From the moment we walked in the...More,5
434,The Ledbury,"After all the hype, we left rather puzzled.","The  dining room is rather understated and ordinary. Tables are well spaced and the service is immaculate.... however, our team of four there for lunch were rather underwhelmed. The amuse bouche selection was tasty. The starter of yellow tomato soup was tasty but not exceptional...More",3
435,The Ledbury,Must return,"Modern style, but cozy. Food quality excellent, mostly based on fresh, exceptional, raw ingredients. Meat at the top. Service at the expected level. Honest price, aligned with the quality. We've added this restaurant to our 'must return' list.",5
436,The Ledbury,Can't say enough about this place!,We visited recently with our entire family (my Husband and I and our adult kids and spouse) to celebrate our 35th wedding Anniversary.  The effort it took to book (getting up in the middle of the night on the appointed date) was well worth it!...More,5
437,The Ledbury,Great place,"Hi I really spending some time dinning gear with my family, if you enjoy a great chat over nice food at a great location then Ledbury is the place for you!",4
438,The Ledbury,"How do you top perfection? The Ledbury manages it somehow, I'd give it 6 blobs if I could","A repeat visit to The Ledbury for lunch with my previous lunch buddy, this time with an extra guest, a very fussy foodie friend from Paris. The stakes were high, both from our own expectations after the first visit but also we wanted to impress...More",5
439,The Ledbury,Excellent dinner,Excellent food and service. Nothing was too much trouble. The white beetroot course in the tasting menu wasn’t to our taste and they immediately brought a replacement of the cold tomato soup which was excellent. I didn’t fancy the dessert on offer and that was...More,5
440,The Ledbury,BDay Dinner - Great Food in Need for Personality,"Went to Ledbury for a BDay Dinner with my girlfriend. Food was of highest quality as you would expect and drinks were excellent too. Nothing to complain on the culinary side besides, if any, that all dishes were quite “boiler plate” dishes that you find...More",5
441,The Ledbury,Birthday dinner,What else is there to say but 'wow' . My son and daughter in law treated me for my birthday. It was raining outside so we went in early. Actually overheard the maitre de describing the service that night to the staff and listening to...More,5
442,The Ledbury,Excellent classy and tasty dining experience,This is an upmarket restaurant located in Nottinghill.  One must booked two months in advance.  We have dinner of the full tasting menu.  The service was excellent.  The décor is comfortable and casual.  The atmosphere was lively.  All the 8 courses were good.  The highlight...More,5
443,The Ledbury,Wow!,"Wow, wow, wow! What a fantastic restaurant! Fresh, delicious food- every one of the 8 courses on the tasting menu as delicious as the last. Personal favourites were the yellow tomato soup with a tomato sorbet and the mouth watering deer dumpling. A truly perfect...More",5
444,The Ledbury,Perfectly Spectacular,"First thought - this might be stuffy.  Michelin, quiet part of London.  Well no.  A beautiful, warm contemporary setting, with young, accommodating staff all the way.  Comfortable for a lovely evening out.  After a quick look at the large wine list, and a glance at...More",5
445,The Ledbury,My favourite restaurant!,"I visited here in August for a birthday treat. What an absolutely amazing experience. From the minute we arrived the staff were exceptional. Their attention to detail was incredible and they were charming, friendly and really knowledgeable about the food and wine. The food was...More",5
446,The Ledbury,Good choice,"a Lovely place to visit. Love it all the way, especially the service which was unforgettable kind and caring. Food was not worse, that's clear. Plating just on point. I'm sure I will be back.",5
447,The Ledbury,lunch,"Very professional in every way, relaxed but formal, attended to the details, dealt with 60 women - it was a ladies luncheon - with charm and patience.  Delicious food too of course.",4
448,The Ledbury,Very nice Michelin standard lunch ,Excellent and very generous portion size. Great flawless service. Nice concept regarding the approach to service the dishes were all very palatable size. The style is very unique. Worth the money. Their bread is the best ever! Sourdough is the best of the planet !!,5
449,The Ledbury,Very good restaurant ,Very impressed. good menu. Would recommend to everyone. Can fell there is a lot of skilled involved in their preparation! Keep it up,5
450,The Ledbury,The Best Restaurant in London. Period.,"We love food and have been lucky to go to a number of fine dining restaurants around London, this has been our absolute favourite experience to date. Everything was perfect, the staff were so welcoming and not at all stuffy like other establishments, the wine...More",5
451,The Ledbury,Simply sublime,"My wife and I had lunch here a few weeks ago, it was wonderful.
Yes the tables can be a bit close and we had to be moved due to the noise/ language of the table next door, it felt like they were on our...More",5
452,The Ledbury,Truly magnificent,"There are so many really great restaurants in London these days that it is hard to justify a five start review but The Ledbury is a worthy exception to that.  Every taste, from the amuses bouches to the sweets with the coffees, is superb and...More",5
453,The Ledbury,There is much better out there,"I agree with the other negative reviews - this place is simply over rated and far too expensive for what it is. A bottle of white Lugana, San Onorato, Nunzio Ghiraldi that I can easily purchase for £10 on line - is sold for £70...More",1
454,The Ledbury,More than what we asked for,10/10 - food was out of this world - if we had any issues with any of the ingredients theyu offered an alternative. We had a small problem where we wanted to try 3 different main courses but there were onkly 2 of us. As...More,5
455,The Ledbury,Incredible food however the tables are too close together,"Sunday tasting menu was off the scale. Had it with the wine pairing which complimented the food perfectly. The only criticism I have was that they seat people really close together, to the point where you may as well be sharing a table with them....More",4
456,The Ledbury,Fantastic ,"In short, The Ledbury is amazing. As a vegetarian, fine dining options can sometimes be limited but this was absolutely not the case here. The food was inventive and completely delicious. Wine matches were unusual but divine. Service as you would expect from a two...More",5
457,The Ledbury,Superb,"Spent my 50th Birthday in July (sorry for the delay) at The Ledbury, family event and we all went for the taster menu with wines.

Food was superb, staff were really friendly, professional and courteous, our meal ended with a tour of the kitchen and...More",5
458,The Ledbury,Stunned,By far the best restaurant I have ever eaten at. The staff had a knack of knowing what you wanted before you knew yourself. A totally amazing all round experience.,5
459,The Ledbury,"Class performance, relax and effortless","We have booked several times previously, and delayed planes or changed itineraries have prevented a visit.
Charming professional team throughout, the culinary array ranged from very good to excellent, good wine list.
The Ledbury deserves the excellent reputation it sustains.",5
460,The Ledbury,Fine food great service,"Lovely restaurant, we had some very good food and the service is very kind and efficient.
We will definitely come back.",5
461,The Ledbury,"Elegance, Quality, superb","The food has always been up there in the best of the world.. when you add to that the slickest and friendliest of services which is knowledgeable and charming. It is a winning formula. High quality ingredients cooked with perfect execution, Jowl of pork being...More",5
462,The Ledbury,Outstanding ,"Such an amazing place to dine with friends, food was outstanding as well as the service. Highly recommend",5
463,The Ledbury,Dinner at Ledbury,"Had dinner here Sunday night.  Food was incredible, service impeccable. 

Atmosphere is what's you'd expect from a Michelin star restaurant.  Bathrooms spotless, napkins re-folded as soon as you leave the table.

Special requests honored.  We ordered the 6 course tasting menu as a couple of...More",4
464,The Ledbury,Best meal in London,"We booked this as our 'special meal' during a week-long trip to London. It was incredible. We had the 4-course a la carte and was blown away by the flavours of the food, many of which we had never had before (e.g., grouse / deer)....More",5
465,The Ledbury,Amazing restaurant in the depths of Notting Hill,Another amazing dining experience at The Ledbury. We ate on a Sunday evening as part of one of our friends birthday celebration so we had the 6 course tasting menu. The food was so good including the 'extras' and the staff made the evening so...More,5
466,The Ledbury,Best In London,"I cannot say enough good things about this restaurant.  The food is delicious, service impeccable, and setting relaxed and modern.  It will be my go to spot in London.  I have eaten at many fine restaurant in this town, but this is the best for...More",5
467,The Ledbury,Gets better and better,"This year is our 4th time back and the overall experience, from their first-class service to their incredible food, just gets better and better. I find it outrageous that they are only ranked 27 in the 2017 list for The World’s 50 Best Restaurants. In...More",5
468,The Ledbury,Fabulous meal,Our second time here and it didn't disappoint! Service was impeccable and food was fabulous. We had the set menu with wine pairing which also meant we got to try some interesting wines that were new to us. Sommelier was very friendly & informative as...More,5
469,The Ledbury,You get what you pay for!,"You get what you pay for in this world, and I found the Ledbury worth every penny. The tasting menu kept me interested to the last mouthful, especially with recommended flight of wines",5
470,The Ledbury,Excellent dining experience ,"I had very good dining experience in the restaurant. 
I went there for lunch with my friends and their 2 kids.
We ordered 4 courses lunch menu. The presentation and the taste for all dishes are excellent, even the bread. The service provided was elegant...More",5
471,The Ledbury,Excellent,One of my favourite restaurants in London. They have got a perfect tasting menu and everything is always delicious. Highly recommended.,5
472,The Ledbury,Faultless Sunday Lunch ,Visited for a birthday lunch for my partners recent birthday. The small card on the table set the scene. This truly is a great restaurant in a beautiful area of London. From the initial welcome to the sad goodbye the service was truly exemplary. Best...More,5
473,The Ledbury,AMAZING,"This restaurant exceeded my every expectation. Not only was the service impeccable, but the food was excellent. I highly recommend that you do the tasting menu; it's phenomenal.",5
474,The Ledbury,"Amazing, amazing, amazing","The Ledbury is the kind of restaurant you only go to for a special occasion, but the staff are aware of that and make it a very special evening. They were also very attentive and helpful to our special occasion. Food is outstanding, as you...More",5
475,The Ledbury,Exceeded my expectations,"This restaurant had been in our list forever and I finally booked it 2 months in advance to celebrate my partner’s birthday. We have been trying all the top rated restaurants in London slowly and surely, one by one, and after many let downs and...More",5
476,The Ledbury,Absolutely Amazing!,"My husband and I booked the tasting menu at The Ledbury for our five year anniversary, and were not disappointed. The atmosphere was perfect, the service was impeccable, and the food was out of this world. Despite the fact that The Ledbury is an expensive...More",5
477,The Ledbury,Good!,Everything you will expect of a Michelin starred restaurant. Food was very good but not mind blowing. Highlights were the bantam egg and the lobster dishes. Service was some of the best - genuinely warm and attentive but not stiff and imposing. I especially liked...More,4
478,The Ledbury,When fine is really fine,"I travel to London once a year, and this restaurant is the one that I keep repeating. There are lots of restaurants with good ratings and also stars but this restaurant keeps its quality and food over time and time. I've been there for 5...More",5
479,The Ledbury,Amazing!!,"I just walked back into my hotel room after an incredible dinner @ The Ledbury. Easily rates as one of my top restaurants ever along with ""The French Laundry"" and ""Daniel"" ! The service and the meal were impeccable. Every bite burst with flavors that...More",5
480,The Ledbury,Worth the $$$$,"Lots of hype about this restaurant, makes the XYZ ""top lists"", has 2 Michelin stars, etc  Expectations were high and they were met at every turn.  In my opinion, the only reason to spend an insane amount of money for a meal is that the...More",5
481,The Ledbury,"Fine, fine dining",We loved the Ledbury. Went as a couple and did the prix fixe meal. You have to be into the experiential aspects of food. You may be out of your comfort zone. But everything was spectacular. We had an excellent wine recommendation and many interesting...More,5
482,The Ledbury,Sublime,We had a wonderful lunch at the Ledbury - the food was delicious and inventive; the staff were lovely and the room was beautiful!,5
483,The Ledbury,King's New Coat,"Oh dear!, reading some of these reviews would make you think they have had some kind of mystical experience. Yet another restaurant so full of itself it offers daft food at an even dafter price. We were a party of five with ages ranging from...More",1
484,The Ledbury,Best fine dining experience,Can't wait to go back. The service and food were exactly as advertised and anticipated from a starred restaurant,5
485,The Ledbury,nice! :D,I like the place and the food. It's a real treat for foodies. My recommendation is to try this restaurant.,5
486,The Ledbury,Pellet from shot gun in main dish ,Great foodie experience however I was very disappointed to see how the situation was handled when I advised the waiter I found a pellet (from a shot gun) in my main dish. The only reason I found it is because I crunched down on it...More,3
487,The Ledbury,Stellar and more,"Restaurants do not get any better than this! How can anyone rate excellence at the level of The Ledbury. The food, the wine selection, the service, and the ambiance are without equal. If you are seeking perfection in dining, you will find it here.",5
488,The Ledbury,There are meals - and then there are Meals,"Okay, so I dined at The Ledbury with my charming Dining Companion on Friday 18 August 2017. My charming Dining Companion had booked solo but - me being me - I had inveigled my way in.

Glad I did.

It's a relatively small space, but...More",5
489,The Ledbury,Faultless!,Four of us went on a busy Saturday night two weeks ago. Every aspect of the meal and service was quite faultless. Excellent combinations on the 6 course tasting menu were exactly the right size and one never felt bloated. We are non-drinkers and a...More,5
490,The Ledbury,Creative cuisine at its best,Having dinner at The Ledbury is an unforgettable event. The restaurant is quiet and not excessively big. Elegant but casual (no specific dress code requirement). The food is out this world. We had the 4 course dinner (which comes though with canapes before the dinner...More,5
491,The Ledbury,Many many extremely good dishes :) ,Went there with a large group of friends. We did the full lunch courses (4 courses plus amuse-bouche and petit fours). Have to say that most dishes were indeed very nice especially the 1) Chantilly of Oyster which could definitely make me myself who never...More,5
492,The Ledbury,One of my Top 5 meals of all time!,"Having eaten at many well known, popular, highly rated and Michellin-starred restaurants, with meals cooked by world famous chefs, the tasting menu we had at The Ledbury is now firmly in our top 5 all-time great meals.
Every course was a delight, the menu was...More",5
493,The Ledbury,Finally We Made It,"We had wanted to visit for ages.
Prices are high, so we decided to go for a special wedding anniversary.
Loved every part of our evening. The food was divine, and for such a well recognised and sought after booking, the staff were so non-pompous....More",5
494,The Ledbury,Excellent ,"We expected a lot from The Ledbury on our 1st visit and they delivered! Amazing food, fantastic service-we willgo back as often as we can!",5
495,The Ledbury,Nice dinner !,"This is my first time eat here and it is really nice, especially the cod and the pigeon. The environment is good, but there is a little bit noise tonight. I will come here again.",5
496,The Ledbury,Lived up to expectations,"This has been consistently ranked as one of the top restaurants in the world, for good reason. There is little to say that hasn't been said before; the food is clearly of a high standard and the ambience is relaxed and worthy of michelin stars....More",5
497,The Ledbury,Spectacular,"Really stunning service for lunch - staff treated me as if I was a close family member
Which was a great surprise as I expected the experience to be a formal affair
The food was in some dishes unrecognisable and simply an explosion of unexpected...More",5
498,The Ledbury,Outstanding,One of the best meals i've had in a long time. The Truffle toast was great. Please go here and you won't regret it.,5
499,The Ledbury,Modern British cuisine at its Peak,"I'd been here 2 years ago and the meal is exceptionally good as always. I felt that the dishes were more focused and refined, and absolutely loved the pheasant eggs dish, as well as the herdwick lamb course. Service was warm and attentive, and they...More",5
500,The Ledbury,My first fine dining while a solo traveler ❤️,"I love The Ledbury! Dining here is my most memorable experience here in London. 
I'm a foodie at heart, soul, and mind. Their food is really really really great. The place is amazing! The service is excellent! I would definitely come back here again ☺️",5
501,The Ledbury,Classic,"This was our second trip to The Ledbury (the first was in 2015.) They blew me away this time - immediately after seating us and pouring water, the waiter said, ""Oh, let me go get your ice."" You see, two years ago while dining there,...More",5
